   x			   y1			   y2			   y3
   9.5000000e+01   8.1620000e-01   1.0000000e+00   1.0000000e+00
   1.6600000e+02   7.6600000e-01   1.0000000e+00   1.0000000e+00
   2.3800000e+02   7.2190000e-01   1.0000000e+00   1.0000000e+00
   4.7500000e+02   6.1000000e-01   1.0000000e+00   1.0000000e+00
   9.5100000e+02   4.7380000e-01   1.0000000e+00   1.0000000e+00
   1.6640000e+03   3.4320000e-01   1.0000000e+00   1.0000000e+00
   2.3770000e+03   2.6170000e-01   9.5340067e-01   1.0000000e+00
   4.7540000e+03   1.2120000e-01   4.8132672e-01   1.0000000e+00
   9.5080000e+03   2.8000000e-02   1.2166440e-01   8.2671509e-01
   2.3769000e+04   0.0000000e+00   2.1963864e-03   2.2102413e-01
